u,v,key,osmid,name,highway,length,access,width,geometry
3635410674,1509433193,0,358640063,Keystone Trail,path,662.5362970494318,,,"LINESTRING (-111.526272 40.623259, -111.526149 40.623297, -111.525778 40.623373, -111.52536 40.623498, -111.524097 40.623928, -111.522653 40.624519, -111.522418 40.624651, -111.522213 40.624713, -111.522066 40.624737, -111.521879 40.624755, -111.521592 40.624752, -111.521227 40.624793, -111.520879 40.624894, -111.520701 40.624975, -111.520602 40.625038, -111.520519 40.625121, -111.520473 40.625219, -111.520411 40.625484, -111.520252 40.625863, -111.520166 40.626085, -111.520149 40.626134, -111.520147 40.626171, -111.520155 40.626223)"
3635410674,9898209242,0,1036099764,Keystone Trail,path,28.653985803399607,,,"LINESTRING (-111.526272 40.623259, -111.526409 40.623161, -111.526435 40.623121, -111.52647 40.623097, -111.526512 40.623084)"
3635410674,1509433348,0,1103583270,Webster Road,track,184.7171948582389,,,"LINESTRING (-111.526272 40.623259, -111.526647 40.623293, -111.526984 40.623335, -111.52716 40.623365, -111.527229 40.623382, -111.527397 40.623433, -111.527649 40.623517, -111.52797 40.623635, -111.528029 40.623664, -111.528082 40.623698, -111.528113 40.623728, -111.52814 40.623765, -111.528156 40.623803, -111.528159 40.623839, -111.528156 40.623883)"
3635410674,1509433145,0,1103583270,Webster Road,track,181.73223564745985,,,"LINESTRING (-111.526272 40.623259, -111.525976 40.623237, -111.525869 40.623235, -111.525752 40.623248, -111.52562 40.623261, -111.525475 40.623266, -111.525111 40.623251, -111.524815 40.623244, -111.524462 40.623208, -111.524209 40.623182, -111.524129 40.623179)"
3635410683,83834806,0,309481196,Keystone Trail,path,281.1883987135581,,,"LINESTRING (-111.524866 40.625924, -111.524678 40.626099, -111.524592 40.626274, -111.524564 40.626476, -111.524609 40.626859, -111.524639 40.627109, -111.52466 40.627215, -111.5247 40.627341, -111.524789 40.627555, -111.524904 40.627812, -111.52495 40.62794, -111.525006 40.62804, -111.525181 40.628313)"
3635410683,9869072987,0,309481196,Keystone Trail,path,173.61655859116618,,,"LINESTRING (-111.524866 40.625924, -111.524948 40.62577, -111.525322 40.62538, -111.525494 40.625234, -111.525586 40.62516, -111.525645 40.625131, -111.525686 40.625122, -111.525721 40.625106, -111.52579 40.625049, -111.526128 40.624834, -111.526213 40.624776)"
3635410683,10655645617,0,518568259,Fat Lip,path,241.2166130334902,,,"LINESTRING (-111.524866 40.625924, -111.52545 40.625611, -111.525619 40.625424, -111.525687 40.62538, -111.525795 40.625361, -111.526035 40.625295, -111.526435 40.625132, -111.527222 40.624948, -111.527321 40.624908)"
3635410727,9546183763,0,302343125,Steps,path,16.25870439744384,,,"LINESTRING (-111.518036 40.628545, -111.518053 40.628691)"
3635410727,9546183764,0,358640064,Tommys Two Step,path,9.474288992355056,,1,"LINESTRING (-111.518036 40.628545, -111.518066 40.628557, -111.51811 40.628562, -111.518144 40.628567)"
3635410727,3635410731,0,358640064,Tommys Two Step,path,142.38967982280576,,1,"LINESTRING (-111.518036 40.628545, -111.518034 40.628519, -111.518035 40.628468, -111.518027 40.628448, -111.518009 40.628427, -111.517971 40.628419, -111.517933 40.628414, -111.51788 40.628421, -111.517464 40.628454, -111.517138 40.62846, -111.517003 40.628465, -111.516641 40.628538, -111.51654 40.628557, -111.516517 40.628561, -111.516508 40.628566)"
3635410731,3635410727,0,358640064,Tommys Two Step,path,142.3896798228058,,1,"LINESTRING (-111.516508 40.628566, -111.516517 40.628561, -111.51654 40.628557, -111.516641 40.628538, -111.517003 40.628465, -111.517138 40.62846, -111.517464 40.628454, -111.51788 40.628421, -111.517933 40.628414, -111.517971 40.628419, -111.518009 40.628427, -111.518027 40.628448, -111.518035 40.628468, -111.518034 40.628519, -111.518036 40.628545)"
3635410731,12962089120,0,358640064,Tommys Two Step,path,620.0699582229923,,1,"LINESTRING (-111.516508 40.628566, -111.5165 40.628581, -111.516485 40.628616, -111.51648 40.628629, -111.516469 40.628642, -111.516452 40.628655, -111.516429 40.628665, -111.516331 40.628669, -111.516313 40.628674, -111.5163 40.628683, -111.516297 40.628694, -111.516297 40.628708, -111.516306 40.62872, -111.516318 40.62873, -111.516337 40.62874, -111.516364 40.628751, -111.516397 40.628756, -111.516436 40.628755, -111.516484 40.628752, -111.516552 40.628743, -111.51664 40.628722, -111.516816 40.628676, -111.516927 40.628646, -111.517011 40.628634, -111.517094 40.628626, -111.517245 40.62861, -111.517382 40.628617, -111.517421 40.628622, -111.517429 40.628626, -111.517435 40.628634, -111.517436 40.628642, -111.517427 40.628648, -111.517417 40.628652, -111.517408 40.628654, -111.517364 40.628651, -111.51733 40.628655, -111.517306 40.62866, -111.517283 40.628665, -111.517144 40.628733, -111.516912 40.62883, -111.516543 40.629006, -111.516289 40.629117, -111.515966 40.629235, -111.515899 40.62925, -111.515851 40.629255, -111.515822 40.629264, -111.515794 40.629283, -111.515757 40.629321, -111.515604 40.629439, -111.515578 40.629453, -111.515537 40.629464, -111.515178 40.6296, -111.51514 40.629608, -111.5151 40.629613, -111.515041 40.629619, -111.515028 40.62962, -111.515018 40.629627, -111.515017 40.629636, -111.515023 40.62965, -111.515035 40.629656, -111.515052 40.629662, -111.515075 40.629662, -111.515135 40.629663, -111.51525 40.629656, -111.515283 40.629657, -111.515367 40.629666, -111.515389 40.629668, -111.515549 40.629665, -111.515623 40.629658, -111.51566 40.629653, -111.515689 40.629649, -111.515737 40.62962, -111.51576 40.629609, -111.515772 40.629608, -111.515782 40.629612, -111.515786 40.629621, -111.515788 40.629629, -111.515784 40.629635, -111.515772 40.629644, -111.515567 40.629746, -111.515522 40.629762, -111.515484 40.62977, -111.515416 40.62978, -111.515362 40.629796, -111.51531 40.629816, -111.515238 40.629837, -111.515192 40.629846, -111.51508 40.629869, -111.51501 40.629884, -111.51495 40.629902, -111.514873 40.629933, -111.514765 40.629978, -111.514561 40.630057, -111.514493 40.630083, -111.514464 40.630091, -111.514441 40.630094, -111.514408 40.630093, -111.514197 40.630078, -111.513988 40.630067, -111.513806 40.630078, -111.513786 40.630088, -111.51378 40.630095, -111.513781 40.630101, -111.513787 40.630109)"
3635410731,10099170102,0,1103646540,Riser,path,21.339961730747675,,,"LINESTRING (-111.516508 40.628566, -111.516501 40.628549, -111.516467 40.628509, -111.516416 40.628463, -111.51635 40.628419)"
3637248577,3629924037,0,357898549,Snow Creek Lane,residential,19.445460221438655,,,"LINESTRING (-111.511143 40.664174, -111.511195 40.664344)"
3637248577,6190156235,0,357898549,Snow Creek Lane,residential,98.62944932285087,,,"LINESTRING (-111.511143 40.664174, -111.511063 40.663914, -111.511058 40.663703, -111.511094 40.663562, -111.511139 40.66347, -111.511221 40.663417, -111.511321 40.663377)"
3637248577,3637248581,0,358905432,Snow Creek Court,residential,51.00650693949018,,,"LINESTRING (-111.511143 40.664174, -111.510975 40.664188, -111.510878 40.664219, -111.510698 40.66432, -111.510636 40.664386)"
3637248581,3637248577,0,358905432,Snow Creek Court,residential,51.00650693949017,,,"LINESTRING (-111.510636 40.664386, -111.510698 40.66432, -111.510878 40.664219, -111.510975 40.664188, -111.511143 40.664174)"
3684911105,10919385291,0,1175104405,Old Ranch Access,path,53.24438356060224,,,"LINESTRING (-111.50734 40.701174, -111.507315 40.701195, -111.507307 40.701213, -111.507312 40.701292, -111.507347 40.701404, -111.507377 40.701497, -111.507388 40.701537, -111.507388 40.701566, -111.507384 40.701585, -111.507373 40.701603, -111.507352 40.701632)"
3684911105,13117144057,0,1426932547,,service,24.760691010330277,,,"LINESTRING (-111.50734 40.701174, -111.50732 40.701077, -111.507304 40.701, -111.507304 40.700987, -111.507311 40.700979, -111.507342 40.700974)"
3684911106,13117144029,0,364444504,Rambler,path,17.54495502169445,,,"LINESTRING (-111.507197 40.70066, -111.507246 40.700749, -111.507254 40.70078, -111.507252 40.70081)"
3684911258,10608855952,0,938142026,Rademan Ridge,path,4.5975686997029355,,,"LINESTRING (-111.498496 40.699848, -111.498475 40.699886)"
3684911258,4996335578,0,938142026,Rademan Ridge,path,258.99491067437987,,,"LINESTRING (-111.498496 40.699848, -111.498577 40.699742, -111.498639 40.699639, -111.498712 40.699511, -111.499146 40.698303, -111.499393 40.697626)"
3684911258,9139124394,0,988778057,Pulp Friction,path,1619.376756765181,,,"LINESTRING (-111.498496 40.699848, -111.498513 40.699853, -111.498529 40.699854, -111.498545 40.699852, -111.498574 40.699842, -111.498686 40.699802, -111.498714 40.699791, -111.498737 40.699776, -111.49875 40.699761, -111.498764 40.699736, -111.498777 40.699724, -111.498794 40.699712, -111.49882 40.699695, -111.498839 40.699674, -111.498863 40.699645, -111.498895 40.699635, -111.498932 40.699633, -111.499074 40.699658, -111.499216 40.699669, -111.499418 40.699635, -111.499472 40.699628, -111.499521 40.699602, -111.499536 40.699576, -111.499519 40.699467, -111.499531 40.699409, -111.499563 40.699368, -111.499603 40.699303, -111.499615 40.699248, -111.499603 40.699206, -111.499593 40.699166, -111.4996 40.699118, -111.49964 40.699028, -111.499692 40.698961, -111.499672 40.698905, -111.499662 40.698854, -111.499677 40.698815, -111.499751 40.698742, -111.49983 40.698697, -111.499874 40.69866, -111.499904 40.698587, -111.499869 40.698535, -111.499857 40.698465, -111.499876 40.698411, -111.499891 40.698357, -111.499874 40.698318, -111.499775 40.698221, -111.499728 40.698163, -111.499714 40.698112, -111.499738 40.698082, -111.4998 40.69805, -111.499849 40.698026, -111.499894 40.697991, -111.499955 40.697927, -111.499982 40.697882, -111.499985 40.697834, -111.499987 40.697785, -111.500024 40.697738, -111.500086 40.697701, -111.500123 40.697688, -111.500229 40.697632, -111.500308 40.697617, -111.500394 40.697611, -111.500628 40.697578, -111.500803 40.697581, -111.500909 40.697581, -111.50105 40.697608, -111.501171 40.697621, -111.50123 40.697604, -111.501294 40.697576, -111.501318 40.697535, -111.50137 40.697486, -111.50141 40.697484, -111.501422 40.697505, -111.501437 40.697536, -111.501375 40.697596, -111.501304 40.697641, -111.50122 40.697695, -111.501042 40.697738, -111.501008 40.697778, -111.500968 40.697811, -111.500919 40.697826, -111.500899 40.697862, -111.500894 40.697892, -111.500924 40.697907, -111.500959 40.697888, -111.500996 40.697852, -111.501038 40.697826, -111.501092 40.697808, -111.501126 40.697815, -111.501134 40.697841, -111.501111 40.697871, -111.501057 40.697931, -111.500961 40.698017, -111.500927 40.698045, -111.500865 40.698062, -111.500848 40.69809, -111.500862 40.698108, -111.500902 40.698116, -111.500954 40.698095, -111.501089 40.698032, -111.501161 40.698002, -111.501237 40.698011, -111.501272 40.698002, -111.501309 40.697983, -111.50136 40.697978, -111.501395 40.69797, -111.501444 40.69795, -111.501452 40.697922, -111.501484 40.69789, -111.50153 40.697892, -111.501555 40.69791, -111.501548 40.69794, -111.501518 40.697964, -111.501503 40.697989, -111.501486 40.698013, -111.501452 40.698032, -111.50138 40.698067, -111.501348 40.698099, -111.501332 40.698124, -111.501344 40.698141, -111.501361 40.69815, -111.501382 40.69815, -111.501397 40.698132, -111.501412 40.698113, -111.501441 40.698102, -111.501477 40.698111, -111.501488 40.698125, -111.501506 40.698137, -111.50154 40.698139, -111.501574 40.698122, -111.501685 40.698074, -111.501726 40.698044, -111.501752 40.698024, -111.501799 40.698005, -111.501903 40.697947, -111.50197 40.697886, -111.502025 40.697864, -111.502069 40.697844, -111.502122 40.697828, -111.502183 40.697778, -111.502222 40.697749, -111.502275 40.697714, -111.502306 40.697707, -111.502332 40.697716, -111.502339 40.697738, -111.502305 40.697777, -111.502197 40.697861, -111.502168 40.697888, -111.502088 40.697923, -111.502061 40.697986, -111.502061 40.698031, -111.502093 40.69806, -111.50218 40.698066, -111.502324 40.69805, -111.502601 40.698057, -111.502734 40.698067, -111.502822 40.698093, -111.502903 40.698111, -111.503103 40.698125, -111.503438 40.698151, -111.503533 40.698155, -111.503664 40.698157, -111.503723 40.698174, -111.503788 40.698216, -111.50383 40.698236, -111.503936 40.698293, -111.503977 40.698317, -111.504099 40.698372, -111.504167 40.698438, -111.504234 40.698518, -111.504385 40.698603, -111.504466 40.698706, -111.504539 40.698803, -111.504595 40.698887, -111.504608 40.69895, -111.504609 40.698996, -111.504658 40.699105, -111.504704 40.699215, -111.504722 40.699317, -111.504725 40.699398, -111.504734 40.699456, -111.504708 40.699584, -111.5047 40.699652, -111.504684 40.699675, -111.504671 40.699716, -111.504687 40.699738, -111.504691 40.69977, -111.504679 40.699796, -111.50466 40.699813, -111.504655 40.699846, -111.504679 40.699877, -111.504666 40.699909, -111.504666 40.699938, -111.504687 40.699966, -111.504705 40.699987, -111.504718 40.700024, -111.504689 40.700066, -111.504686 40.70009, -111.504704 40.700118, -111.504722 40.700134, -111.504712 40.700166, -111.504691 40.700196, -111.504681 40.700229, -111.504682 40.700272, -111.504666 40.700316, -111.504659 40.700358, -111.504657 40.700485, -111.504645 40.700508, -111.504622 40.700532, -111.504573 40.700568, -111.504565 40.700577, -111.504557 40.70059, -111.504556 40.700602, -111.504564 40.700613, -111.504574 40.70062, -111.50459 40.700623, -111.504618 40.700618, -111.504655 40.700602, -111.504689 40.700578, -111.50474 40.700519, -111.504878 40.700339, -111.504983 40.700222, -111.505039 40.700162, -111.505196 40.699912, -111.505218 40.699829, -111.505424 40.699521, -111.505502 40.699367, -111.505533 40.699103, -111.50552 40.699039, -111.505452 40.698968, -111.505426 40.698915, -111.50538 40.698786, -111.505356 40.69873, -111.505346 40.698677, -111.505302 40.698553, -111.505286 40.698501, -111.505265 40.698444, -111.505216 40.698352, -111.50511 40.698232, -111.505078 40.698176, -111.50504 40.698113)"
3684911274,8691262408,0,988775667,Rambler,path,149.38727898253313,,,"LINESTRING (-111.49223 40.70132, -111.492285 40.70134, -111.492608 40.701425, -111.492812 40.701479, -111.492899 40.701476, -111.492988 40.701472, -111.493914 40.701235)"
3684911274,13117143648,0,1175104402,Big Easy,path,1840.875336213918,,,"LINESTRING (-111.49223 40.70132, -111.492293 40.701313, -111.492454 40.701292, -111.492502 40.701277, -111.492552 40.701264, -111.492576 40.701264, -111.492651 40.701269, -111.492677 40.701269, -111.492711 40.701261, -111.492752 40.701242, -111.492771 40.701237, -111.492807 40.70124, -111.492849 40.701249, -111.492876 40.70125, -111.4929 40.701252, -111.492964 40.701246, -111.493022 40.701242, -111.493046 40.701242, -111.493168 40.701242, -111.49323 40.701236, -111.493314 40.701217, -111.493346 40.701202, -111.493394 40.701164, -111.493422 40.701146, -111.49346 40.701134, -111.493583 40.701113, -111.493608 40.701101, -111.493642 40.701081, -111.493686 40.701034, -111.493709 40.701022, -111.493764 40.701007, -111.493829 40.700989, -111.493879 40.700964, -111.493902 40.700943, -111.493957 40.700892, -111.493987 40.700875, -111.494031 40.700858, -111.494086 40.70084, -111.494139 40.700816, -111.494166 40.700797, -111.494228 40.700731, -111.494251 40.70072, -111.494309 40.700699, -111.494576 40.700606, -111.494619 40.700598, -111.49465 40.700597, -111.494681 40.7006, -111.494847 40.70063, -111.494886 40.70063, -111.494911 40.700625, -111.49505 40.700588, -111.495093 40.700581, -111.495126 40.700581, -111.495279 40.70061, -111.49533 40.70062, -111.495396 40.700622, -111.495438 40.70062, -111.495495 40.700608, -111.495588 40.700567, -111.4957 40.700504, -111.495741 40.700465, -111.49578 40.700433, -111.495854 40.700398, -111.495893 40.70037, -111.495923 40.700341, -111.496047 40.700196, -111.496066 40.70016, -111.496066 40.70013, -111.496057 40.700086, -111.496057 40.700033, -111.496064 40.700005, -111.496133 40.69988, -111.496211 40.699769, -111.496229 40.69974, -111.496277 40.699614, -111.496273 40.699577, -111.496268 40.699526, -111.49627 40.699494, -111.496333 40.699249, -111.496351 40.699198, -111.496386 40.699151, -111.496415 40.699117, -111.496427 40.699094, -111.49645 40.699015, -111.496478 40.698974, -111.49651 40.698939, -111.496521 40.698921, -111.496521 40.698892, -111.496539 40.698835, -111.496569 40.6988, -111.49661 40.698759, -111.49662 40.698737, -111.49662 40.698717, -111.49662 40.698664, -111.496622 40.698636, -111.496652 40.698531, -111.496654 40.698508, -111.496647 40.698486, -111.496638 40.69847, -111.496542 40.698364, -111.496537 40.698346, -111.496502 40.698234, -111.496496 40.698197, -111.496489 40.698156, -111.496484 40.698096, -111.496502 40.697992, -111.496502 40.697962, -111.496496 40.697932, -111.496468 40.697873, -111.496461 40.697845, -111.496464 40.697822, -111.496509 40.697758, -111.49654 40.697712, -111.496548 40.697692, -111.496548 40.697676, -111.496533 40.697627, -111.496526 40.697598, -111.496528 40.697574, -111.496548 40.697429, -111.496549 40.697374, -111.49656 40.697291, -111.49656 40.697258, -111.49656 40.697234, -111.496542 40.697196, -111.496535 40.697173, -111.496521 40.697109, -111.496494 40.697028, -111.496417 40.696898, -111.496371 40.69681, -111.496355 40.696746, -111.496348 40.696701, -111.496333 40.696622, -111.496335 40.696557, -111.496346 40.696514, -111.496367 40.696445, -111.496376 40.69641, -111.496408 40.696343, -111.496464 40.696261, -111.49651 40.696179, -111.49656 40.696101, -111.496586 40.696072, -111.496593 40.696053, -111.496595 40.696025, -111.496601 40.695997, -111.496608 40.695963, -111.496628 40.695924, -111.496692 40.695836, -111.4967 40.695822, -111.496705 40.695805, -111.496711 40.695782, -111.496715 40.695696, -111.496715 40.695677, -111.496722 40.69566, -111.496746 40.695627, -111.496763 40.695598, -111.496795 40.695489, -111.496811 40.695452, -111.496834 40.69542, -111.496845 40.695391, -111.496864 40.69524, -111.496865 40.695191, -111.496865 40.695083, -111.496873 40.695053, -111.496886 40.695022, -111.496908 40.694997, -111.496952 40.694864, -111.496964 40.694842, -111.496987 40.694813, -111.49701 40.694772, -111.497025 40.694722, -111.497037 40.694585, -111.497051 40.694541, -111.497085 40.694463, -111.497116 40.694417, -111.497184 40.69433, -111.497214 40.694299, -111.497223 40.694282, -111.49724 40.694214, -111.497244 40.694187, -111.497267 40.694136, -111.497312 40.694014, -111.49732 40.693992, -111.497375 40.693911, -111.497392 40.693883, -111.497422 40.693821, -111.497432 40.693803, -111.497444 40.693794, -111.497471 40.693793, -111.497486 40.693799, -111.497495 40.693813, -111.497494 40.69383, -111.497455 40.693924, -111.497451 40.693954, -111.497458 40.693973, -111.497471 40.693983, -111.49749 40.693986, -111.497509 40.693984, -111.497517 40.693975, -111.497522 40.693962, -111.497532 40.693881, -111.497538 40.693865, -111.497562 40.693838, -111.497617 40.693747, -111.497635 40.693721, -111.497706 40.693637, -111.497722 40.693612, -111.497758 40.693512, -111.497764 40.693494, -111.497781 40.693465, -111.497856 40.693371, -111.497868 40.693346, -111.497879 40.693308, -111.497891 40.693203, -111.4979 40.693178, -111.498006 40.69304, -111.498017 40.693016, -111.498021 40.692995, -111.498021 40.692899, -111.498021 40.692883, -111.498029 40.692861, -111.498138 40.692743, -111.498144 40.692731, -111.498143 40.692712, -111.498118 40.692595, -111.498116 40.692568, -111.498132 40.692487, -111.498132 40.692456, -111.498087 40.692354, -111.498014 40.692187, -111.498012 40.692169, -111.498016 40.692154, -111.498029 40.692144, -111.498048 40.692141, -111.498059 40.692149, -111.498087 40.692206, -111.498099 40.692215, -111.498116 40.692217, -111.498134 40.692213, -111.49814 40.692204, -111.498139 40.692182, -111.498104 40.692127, -111.498099 40.692112, -111.498097 40.692097, -111.49811 40.692057, -111.498115 40.69203, -111.498111 40.692007, -111.498104 40.691982, -111.498095 40.691962, -111.498093 40.69194, -111.498096 40.691899, -111.498096 40.691873, -111.498103 40.691817, -111.498114 40.691777, -111.498112 40.69175, -111.498067 40.691667, -111.498025 40.691542, -111.49802 40.691522, -111.498006 40.691505, -111.497947 40.691457, -111.497926 40.691444, -111.497912 40.691444, -111.497886 40.691444, -111.497853 40.691445, -111.497809 40.691443, -111.497758 40.691441, -111.497731 40.691435, -111.497709 40.69142, -111.497664 40.691401, -111.497569 40.691377, -111.497507 40.691373, -111.497442 40.691374, -111.497392 40.691383, -111.497341 40.691398, -111.497263 40.69144, -111.497243 40.691468, -111.49722 40.69154, -111.497203 40.691558, -111.497159 40.691581, -111.497122 40.691603, -111.497108 40.691616, -111.497064 40.691706, -111.497053 40.691722, -111.497041 40.691728, -111.496978 40.691759, -111.496963 40.691771, -111.496903 40.691866, -111.496884 40.691884, -111.496838 40.691913, -111.49681 40.691926, -111.496787 40.69193, -111.49676 40.691928, -111.496736 40.69192, -111.496705 40.6919, -111.496689 40.691893, -111.496668 40.69189, -111.496618 40.691894, -111.496578 40.691896, -111.496543 40.691893, -111.496475 40.691889, -111.496405 40.691891, -111.496237 40.691905, -111.496211 40.691912, -111.496185 40.691926, -111.496162 40.691948, -111.496146 40.69196, -111.496126 40.69197, -111.495945 40.691995, -111.495908 40.691993, -111.49585 40.691981, -111.495823 40.691969, -111.495808 40.691956, -111.495802 40.691945, -111.495755 40.69184, -111.495738 40.691817, -111.495676 40.691778, -111.495638 40.691751, -111.495626 40.691728, -111.495616 40.691683, -111.49561 40.69166, -111.495599 40.691641, -111.495566 40.691618, -111.495517 40.691587, -111.495498 40.691568, -111.495485 40.691542, -111.495439 40.691448, -111.495427 40.691434, -111.495405 40.691413, -111.495339 40.691375, -111.495317 40.69136, -111.495303 40.691341, -111.495274 40.691283, -111.495261 40.691267, -111.495218 40.691212, -111.495207 40.691193, -111.495175 40.69116, -111.495144 40.691128, -111.495134 40.69111, -111.49513 40.691093, -111.495127 40.691031, -111.495118 40.691007, -111.495099 40.690976, -111.495088 40.690943, -111.495075 40.690919, -111.495037 40.690874, -111.495014 40.690847, -111.494982 40.690813)"
3684911380,13120540241,0,367557830,Rambler,path,636.920373151187,,,"LINESTRING (-111.473384 40.692199, -111.473513 40.691871, -111.473467 40.691666, -111.473358 40.691471, -111.473238 40.691217, -111.473242 40.690777, -111.473286 40.6906, -111.473288 40.690455, -111.473223 40.690335, -111.473122 40.690257, -111.473132 40.690198, -111.473256 40.689973, -111.47329 40.689578, -111.473351 40.689409, -111.473313 40.689225, -111.473349 40.689005, -111.473414 40.688763, -111.473402 40.688501, -111.473381 40.688276, -111.473326 40.688104, -111.473404 40.687788, -111.473493 40.687555, -111.47356 40.687354, -111.473585 40.687293, -111.473602 40.687244, -111.473602 40.687206, -111.473603 40.687049, -111.473599 40.68698, -111.473586 40.686939, -111.473568 40.686901, -111.473557 40.686872, -111.473559 40.68685, -111.47357 40.686811, -111.473587 40.686763, -111.473604 40.686739, -111.473632 40.686714, -111.473645 40.686696, -111.473649 40.686688, -111.473662 40.686655)"
3684911380,9139065761,0,367557830,Rambler,path,211.2387737315796,,,"LINESTRING (-111.473384 40.692199, -111.473373 40.692219, -111.473358 40.692296, -111.47336 40.692323, -111.473373 40.692344, -111.473393 40.692365, -111.473389 40.69241, -111.473351 40.692458, -111.473268 40.692534, -111.473281 40.692557, -111.473415 40.692654, -111.473475 40.692727, -111.473534 40.692788, -111.473583 40.692828, -111.473598 40.692851, -111.473676 40.6929, -111.47372 40.692946, -111.473766 40.693023, -111.473781 40.693075, -111.47377 40.693184, -111.473795 40.693261, -111.473796 40.693286, -111.473801 40.693343, -111.473792 40.693508, -111.473799 40.693532, -111.473832 40.693575, -111.473885 40.693622, -111.473918 40.693674, -111.473995 40.693756, -111.474042 40.693789, -111.474115 40.693826)"
3684911380,9139065761,1,367557840,Ramble On,path,225.50079167957693,,,"LINESTRING (-111.473384 40.692199, -111.473458 40.692369, -111.473646 40.692585, -111.473782 40.692686, -111.474159 40.692827, -111.474316 40.692894, -111.474344 40.693009, -111.474207 40.693192, -111.474126 40.693412, -111.474083 40.69353, -111.47408 40.693565, -111.474093 40.693626, -111.474135 40.693688, -111.474149 40.693727, -111.474154 40.693761, -111.474142 40.693784, -111.474125 40.69381, -111.474115 40.693826)"
3694521626,3696258271,0,518350716,Tour De Suds (Upper),path,16.252398206748733,,,"LINESTRING (-111.506836 40.616893, -111.506648 40.616926)"
3694521626,3093562861,0,304758338,Mid-Mountain Trail,path,75.63215697738053,,,"LINESTRING (-111.506836 40.616893, -111.506906 40.616844, -111.50696 40.616801, -111.50704 40.616722, -111.507168 40.616584, -111.507422 40.616381)"
3694521626,3694521661,0,304758338,Mid-Mountain Trail,path,383.7933744041158,,,"LINESTRING (-111.506836 40.616893, -111.506713 40.617019, -111.506636 40.617091, -111.506561 40.617135, -111.506468 40.617185, -111.50607 40.617463, -111.505711 40.617609, -111.505374 40.617674, -111.504748 40.617953, -111.50445 40.61803, -111.504255 40.618046, -111.503876 40.618135, -111.503684 40.61818, -111.503423 40.618274, -111.503336 40.618308, -111.503149 40.618436, -111.503102 40.618453, -111.502922 40.618497)"
3694521629,5056474000,0,304758338,Mid-Mountain Trail,path,632.5433259252275,,,"LINESTRING (-111.490676 40.617184, -111.49071 40.617185, -111.490738 40.61719, -111.490771 40.617216, -111.490836 40.617282, -111.490958 40.617452, -111.49113 40.617662, -111.491457 40.61802, -111.491516 40.618058, -111.491569 40.618088, -111.491655 40.618112, -111.491748 40.618111, -111.491847 40.618101, -111.491934 40.61808, -111.492066 40.61803, -111.492489 40.617795, -111.492523 40.617778, -111.492546 40.617777, -111.492562 40.617781, -111.492582 40.617796, -111.492591 40.617812, -111.492613 40.617874, -111.492628 40.61789, -111.492662 40.617911, -111.492802 40.617974, -111.492993 40.618096, -111.493035 40.61812, -111.493055 40.61814, -111.493066 40.618166, -111.493086 40.618231, -111.49313 40.618311, -111.493181 40.618399, -111.493192 40.618426, -111.493209 40.618448, -111.493242 40.618466, -111.493283 40.618477, -111.493398 40.618486, -111.493647 40.618503, -111.494102 40.618541, -111.494375 40.618528, -111.494542 40.618585, -111.494892 40.618454, -111.49496 40.618427, -111.495011 40.618421, -111.49504 40.618409, -111.495098 40.618363, -111.495147 40.618332, -111.495163 40.618323, -111.495184 40.618321, -111.495217 40.618322, -111.495282 40.618334, -111.495323 40.618339, -111.495358 40.618338, -111.495404 40.618339, -111.495494 40.61835, -111.495559 40.618348, -111.495582 40.618348, -111.495597 40.618351, -111.49561 40.618356, -111.495639 40.618388, -111.495703 40.618503, -111.495809 40.618733, -111.495876 40.618962, -111.495902 40.618998, -111.495954 40.619044, -111.49609 40.61915)"
3694521629,427163050,0,304758338,Mid-Mountain Trail,path,428.6096349567703,,,"LINESTRING (-111.490676 40.617184, -111.490664 40.617191, -111.490653 40.61721, -111.49065 40.617232, -111.49069 40.617433, -111.490694 40.617464, -111.490681 40.617507, -111.490664 40.617538, -111.49063 40.617581, -111.490623 40.6176, -111.49063 40.61764, -111.490647 40.617665, -111.490686 40.617724, -111.490754 40.617989, -111.49098 40.618488, -111.490983 40.618596, -111.49088 40.618822, -111.490579 40.619014, -111.49025 40.61908, -111.490181 40.619156, -111.49003 40.619258, -111.49 40.619444, -111.489931 40.619659, -111.489834 40.619877, -111.489761 40.620005, -111.489719 40.620048, -111.4896 40.620104, -111.489219 40.620379)"
3694521629,2672230169,0,1103861734,,track,120.90916788894262,,,"LINESTRING (-111.490676 40.617184, -111.490577 40.616911, -111.49047 40.61654, -111.49043 40.616117)"
3694521629,9895874200,0,"[1103861734, 1464177743]",,track,256.13343149841785,,,"LINESTRING (-111.490676 40.617184, -111.490778 40.617463, -111.490877 40.617736, -111.491079 40.618082, -111.49139 40.618555, -111.491475 40.618727, -111.491486 40.619137, -111.491494 40.619253, -111.491486 40.619367)"
3694521661,3694521626,0,304758338,Mid-Mountain Trail,path,383.79337440411575,,,"LINESTRING (-111.502922 40.618497, -111.503102 40.618453, -111.503149 40.618436, -111.503336 40.618308, -111.503423 40.618274, -111.503684 40.61818, -111.503876 40.618135, -111.504255 40.618046, -111.50445 40.61803, -111.504748 40.617953, -111.505374 40.617674, -111.505711 40.617609, -111.50607 40.617463, -111.506468 40.617185, -111.506561 40.617135, -111.506636 40.617091, -111.506713 40.617019, -111.506836 40.616893)"
