trail_name,sampled_length_miles,topography_sample_count,minimum_elevation_feet,maximum_elevation_feet,mean_elevation_feet,elevation_range_feet,mean_slope_degrees,median_slope_degrees,maximum_slope_degrees,north_facing_pct,east_facing_pct,south_facing_pct,west_facing_pct,final_area,latitude,longitude,distance_miles,source
Silver Spur,0.7,66,6926.4,7004.9,6980.8,78.4,13.8,13.5,24.9,0.0,7.6,60.6,31.8,Park City / PCMR,40.65266965116334,-111.5117818738982,0.6613452460505429,OpenStreetMap
Skid Row,1.2,103,6678.1,7107.5,6920.8,429.3,17.9,17.4,29.9,0.0,1.9,96.1,1.9,Park City / PCMR,40.66845831872771,-111.47381352761975,1.228688630949173,OpenStreetMap
Snake Pit Trail,1.1,95,9378.6,9871.8,9625.4,493.2,15.8,14.9,33.7,0.0,46.3,53.7,0.0,Park City / PCMR,40.58750533085767,-111.57189033610032,1.0930327267451514,OpenStreetMap
South Sweeney,0.7,62,7257.8,7492.4,7400.1,234.6,24.7,25.3,32.1,0.0,0.0,22.6,77.4,Park City / PCMR,40.64194117786604,-111.49870009761844,0.6611871113329626,OpenStreetMap
Spiro Trail,3.1,262,6934.7,8185.7,7617.4,1251.0,21.4,21.5,33.5,0.0,37.4,43.9,18.7,Park City / PCMR,40.64755384631944,-111.52407012433112,3.086557445228568,OpenStreetMap
Steps,1.0,89,8366.1,8730.0,8520.8,363.9,24.0,25.7,34.0,18.0,0.0,0.0,82.0,Park City / PCMR,40.63116043759045,-111.5173271228493,1.0271865786170828,OpenStreetMap
Stiff Upper Lip,0.5,48,8926.8,9139.2,9025.4,212.5,16.3,16.1,27.9,0.0,0.0,33.3,66.7,Park City / PCMR,40.61611691879028,-111.52987009616064,0.5478703892584404,OpenStreetMap
Sweeney Switchbacks,1.0,86,7261.1,7656.2,7442.9,395.1,19.7,19.5,30.8,0.0,0.0,61.6,38.4,Park City / PCMR,40.64428684826398,-111.50263935593632,1.0134383788578578,OpenStreetMap
Sweeneys,0.3,32,7656.2,7764.1,7712.4,107.9,17.7,17.3,23.8,0.0,0.0,96.9,3.1,Park City / PCMR,40.6416793962084,-111.50380066992643,0.3059058167097205,OpenStreetMap
Thaynes Canyon,1.2,99,8185.7,8832.6,8520.6,646.9,11.3,10.7,22.7,1.0,13.1,81.8,4.0,Park City / PCMR,40.62644528922062,-111.539067377105,1.171831613979995,OpenStreetMap
Three Candles,0.7,61,8739.8,8959.2,8843.3,219.4,10.2,9.4,21.3,0.0,0.0,55.7,44.3,Park City / PCMR,40.62931137475258,-111.52248914366156,0.736203524043283,OpenStreetMap
Tommys Two Step,1.5,132,8250.0,8718.0,8474.2,468.1,21.9,22.0,33.1,13.6,0.0,31.1,55.3,Park City / PCMR,40.629024211109055,-111.51829238121942,1.5425276492714048,OpenStreetMap
Town,0.1,12,6981.2,7008.8,6988.0,27.6,4.7,3.6,14.7,0.0,50.0,41.7,8.3,Park City / PCMR,40.64755940729975,-111.49861999854691,0.1071943441342347,OpenStreetMap
Trestle,1.3,118,7656.2,8253.4,8071.5,597.2,17.4,18.3,30.5,0.0,46.6,48.3,5.1,Park City / PCMR,40.63650074050743,-111.50791633233914,1.2563377707356245,OpenStreetMap
Upper Loose,0.3,28,7581.2,7789.4,7678.0,208.2,17.3,17.6,23.5,0.0,92.9,7.1,0.0,Park City / PCMR,40.64060205866311,-111.5081407284332,0.3297738671152663,OpenStreetMap
Upper Loose Moose,0.2,16,7764.1,7798.8,7788.9,34.7,13.5,16.8,20.8,0.0,50.0,50.0,0.0,Park City / PCMR,40.64060459750891,-111.5062344507794,0.1773282288689789,OpenStreetMap
Wasatch Crest Connect,1.7,155,8958.2,9481.6,9245.9,523.3,17.1,17.3,33.0,12.9,15.5,34.2,37.4,Park City / PCMR,40.616974136223725,-111.55736099806312,1.7334255358820347,OpenStreetMap
Wasatch Wiggle Trail,1.8,155,9472.6,9972.8,9702.8,500.2,13.0,13.0,32.2,0.0,5.2,87.7,7.1,Park City / PCMR,40.58570056880523,-111.57390345809982,1.823392089659444,OpenStreetMap
BYOB,0.7,60,6545.0,6701.6,6639.8,156.6,15.6,15.9,25.8,5.0,0.0,16.7,78.3,Pinebrook,40.718283985000745,-111.55661288864135,0.6534171971818998,OpenStreetMap
Canyons Downhill,1.2,101,7182.1,8294.1,7666.2,1112.0,26.4,27.3,37.8,17.8,0.0,64.4,17.8,Pinebrook,40.68430916809496,-111.56849091879047,1.2349972851489512,OpenStreetMap
Ecker Hill Trail,0.5,45,6356.3,6420.5,6401.3,64.2,8.7,8.9,14.0,0.0,0.0,22.2,77.8,Pinebrook,40.740364526144575,-111.5667817840803,0.5065013929210281,OpenStreetMap
Gorgoza Park,1.6,136,6378.8,6831.0,6619.5,452.1,13.6,13.9,25.2,2.2,1.5,87.5,8.8,Pinebrook,40.75144469967726,-111.581432624726,1.639316024629228,OpenStreetMap
High Meadows Connector,0.2,14,6418.7,6445.0,6429.9,26.2,8.6,9.1,12.6,0.0,0.0,14.3,85.7,Pinebrook,40.74134938710701,-111.56847869190176,0.1519029057589137,OpenStreetMap
Holly's,2.2,182,7520.7,8241.4,7824.2,720.7,27.2,28.3,42.4,12.1,1.6,67.0,19.2,Pinebrook,40.68604417524608,-111.57782170773478,2.155907893140113,OpenStreetMap
Moose Puddle,3.4,280,6993.8,8052.9,7487.6,1059.2,23.4,24.1,33.7,6.4,0.0,55.0,38.6,Pinebrook,40.70548588260783,-111.56718578772085,3.3616251296423325,OpenStreetMap
OMH,0.9,73,6531.5,6827.5,6677.5,296.0,14.7,15.1,23.3,8.2,0.0,30.1,61.6,Pinebrook,40.71997692753587,-111.55773747935044,0.8914186515580015,OpenStreetMap
Olympic,1.2,98,7911.4,8056.5,8004.0,145.1,21.3,23.7,31.0,5.1,23.5,63.3,8.2,Pinebrook,40.69996684096533,-111.57868853500152,1.1975079731476488,OpenStreetMap
Pinebrook Point,0.3,26,6553.0,6684.0,6623.3,131.0,12.0,11.9,19.3,0.0,0.0,11.5,88.5,Pinebrook,40.75079411917499,-111.57994193527573,0.2881355953837226,OpenStreetMap
Pinebrook Pointe South,0.1,11,6602.3,6649.2,6632.5,46.8,13.9,11.6,22.3,0.0,0.0,54.5,45.5,Pinebrook,40.74959135152933,-111.5795998040212,0.1134043234835374,OpenStreetMap
Pinebrook Southeast Perimeter / Hunter's Trail of the Mid Mountain,4.5,366,7281.3,8136.4,7875.5,855.1,23.6,23.4,40.6,8.7,12.8,35.0,43.4,Pinebrook,40.71419878562093,-111.5896757552273,4.525811705643719,OpenStreetMap
Pinebrook Southeast Perimeter / Pinebrook SE Perimeter,1.7,138,7120.0,7559.3,7392.0,439.3,19.9,21.5,33.8,20.3,36.2,6.5,37.0,Pinebrook,40.72863077219642,-111.58102679054537,1.699187531263875,OpenStreetMap
Pinebrook Southeast Perimeter Trail,3.9,320,6418.7,7454.2,6947.5,1035.5,22.5,22.0,36.2,48.1,1.6,18.4,31.9,Pinebrook,40.73058687532795,-111.57244227312069,3.880521017620167,OpenStreetMap
Powerline,0.3,31,6493.6,6609.7,6548.4,116.1,15.7,15.5,21.0,0.0,0.0,25.8,74.2,Pinebrook,40.74237998272819,-111.5716363238219,0.3434758479310734,OpenStreetMap
Powerline Connector,0.1,13,6554.5,6626.1,6585.6,71.6,17.9,18.6,21.5,0.0,0.0,46.2,53.8,Pinebrook,40.74298978990414,-111.5728828415412,0.1379497777037637,OpenStreetMap
Rob's Trail,2.1,176,7146.5,7923.4,7584.0,776.9,25.6,26.0,35.1,18.2,1.1,75.0,5.7,Pinebrook,40.69704664952428,-111.5702364046946,2.135786089441396,OpenStreetMap
Tall Oaks Circle,0.3,23,6901.0,7028.0,6961.5,127.0,12.3,12.6,19.5,47.8,47.8,4.3,0.0,Pinebrook,40.73938310561022,-111.57541687830556,0.2701610359040627,OpenStreetMap
Yeti's,3.0,258,6939.0,8064.3,7539.3,1125.3,21.9,21.9,36.4,0.4,11.6,54.7,33.3,Pinebrook,40.70910944007779,-111.57083697014414,3.001535224781529,OpenStreetMap
Amenti,0.6,56,6473.3,6585.7,6526.6,112.4,5.3,4.8,12.4,12.5,82.1,3.6,1.8,Round Valley,40.71749758221375,-111.50096260266577,0.6201527187356672,OpenStreetMap
Ancient Forest Loop,1.0,83,6455.0,6516.1,6485.8,61.1,4.0,3.9,10.5,8.4,60.2,27.7,3.6,Round Valley,40.7314260153664,-111.49224006112888,1.0088314000247345,OpenStreetMap
Ashley Avenue,0.4,33,6774.5,6825.2,6794.6,50.7,11.9,14.5,19.8,21.2,0.0,0.0,78.8,Round Valley,40.68155854272997,-111.50389122653404,0.3878409183241668,OpenStreetMap
Backslide,1.0,88,6860.3,7059.5,6972.4,199.1,10.2,8.7,22.4,2.3,19.3,34.1,44.3,Round Valley,40.686236769495366,-111.49111386346571,1.0187654729293538,OpenStreetMap
Bamm Bamm,0.4,34,6610.1,6731.1,6667.3,121.1,9.9,9.9,16.2,2.9,35.3,61.8,0.0,Round Valley,40.71001316656963,-111.50256230173504,0.4041968793867334,OpenStreetMap
Barrel Roll,0.4,32,6940.9,7091.2,7017.0,150.4,7.0,6.7,14.7,34.4,65.6,0.0,0.0,Round Valley,40.69153134198254,-111.48458530535574,0.3669888734172983,OpenStreetMap
Big Easy,4.8,406,6685.3,6939.8,6776.5,254.5,10.0,9.0,19.4,19.7,6.2,21.4,52.7,Round Valley,40.696128326880846,-111.48285293654745,4.8269436046071705,OpenStreetMap
Bourbon Street,0.3,22,6651.3,6703.8,6673.3,52.6,8.6,8.9,15.2,0.0,18.2,31.8,50.0,Round Valley,40.70798253656,-111.48164466049944,0.2584540618096012,OpenStreetMap
Bronto Jam,0.5,39,6604.0,6731.1,6672.8,127.2,10.2,10.4,15.6,2.6,0.0,89.7,7.7,Round Valley,40.71004954775594,-111.501977414722,0.4627420126832732,OpenStreetMap
Cammy's,0.2,26,6937.8,6961.6,6953.5,23.8,5.2,4.3,11.3,3.8,7.7,69.2,19.2,Round Valley,40.69072662264133,-111.49673800313964,0.2430864375303162,OpenStreetMap
Downward Dog,1.6,131,6818.7,7089.6,6958.5,270.9,8.2,7.9,14.2,35.1,59.5,5.3,0.0,Round Valley,40.68865758594976,-111.48489883261024,1.5754699777071195,OpenStreetMap
Eagle Cove,0.1,12,6777.6,6823.9,6799.6,46.3,10.3,9.1,16.6,33.3,66.7,0.0,0.0,Round Valley,40.68665016051084,-111.49786169389527,0.126857981573994,OpenStreetMap
Equestrian,0.7,62,6462.5,6858.9,6719.1,396.4,7.8,7.4,19.2,8.1,79.0,0.0,12.9,Round Valley,40.70215181343843,-111.50219785223597,0.7015956398226353,OpenStreetMap
Euston,0.4,32,6904.9,7228.8,7062.9,323.9,12.2,12.4,19.9,0.0,31.2,68.8,0.0,Round Valley,40.65772556817424,-111.48315877249176,0.3602988732150772,OpenStreetMap
Fairway Hills Trail,0.3,29,6716.2,6779.8,6747.4,63.6,2.3,2.2,3.5,0.0,0.0,44.8,55.2,Round Valley,40.67853348641883,-111.47699791832557,0.329661526415702,OpenStreetMap
Fast Pitch Trail,1.3,117,6689.0,6826.1,6759.1,137.1,5.6,4.8,14.7,16.2,0.9,40.2,42.7,Round Valley,40.6798165110769,-111.47671870073196,1.3230966189034814,OpenStreetMap
Field Stone,0.4,33,6512.5,6549.9,6526.3,37.4,5.5,5.6,8.4,9.1,72.7,3.0,15.2,Round Valley,40.71706243943152,-111.49059329339536,0.3748577406112056,OpenStreetMap
Fox Tail Trail,0.8,70,7077.6,7206.1,7133.0,128.5,12.0,12.3,18.5,10.0,24.3,52.9,12.9,Round Valley,40.66564803508002,-111.47503092801368,0.7903515237253332,OpenStreetMap
Gambel Oak Cut,0.3,24,7160.2,7299.6,7240.9,139.4,14.9,14.8,20.3,0.0,8.3,79.2,12.5,Round Valley,40.65967079074984,-111.47871602858976,0.2825752537940119,OpenStreetMap
Happy Gilmor,2.0,185,6488.3,6651.3,6569.0,162.9,9.1,8.8,21.8,27.0,27.6,39.5,5.9,Round Valley,40.70712360033319,-111.5014684546231,2.0414220867562056,OpenStreetMap
Happy Trailside,0.1,15,6570.7,6621.7,6595.6,50.9,11.4,12.6,15.0,80.0,0.0,0.0,20.0,Round Valley,40.708413441306845,-111.50471867526606,0.1440901138707861,OpenStreetMap
Hat Trick Trail,1.3,112,6681.3,6803.8,6757.0,122.5,5.6,5.1,13.8,7.1,1.8,39.3,51.8,Round Valley,40.678830976721535,-111.47596646172724,1.3099808312583217,OpenStreetMap
High Side,0.6,46,6857.9,6929.0,6909.3,71.1,14.8,13.7,25.3,8.7,0.0,39.1,52.2,Round Valley,40.69388247977245,-111.4770589235944,0.5549129452262923,OpenStreetMap
Kari's,0.8,69,6807.2,6882.7,6850.2,75.5,12.1,11.6,20.1,4.3,0.0,17.4,78.3,Round Valley,40.69160040530727,-111.47515847036864,0.8242142951974101,OpenStreetMap
La Dee Duh,0.9,82,6814.7,6919.2,6864.5,104.5,11.9,12.5,21.3,2.4,80.5,17.1,0.0,Round Valley,40.69261799590889,-111.5001632592338,0.9507017857018896,OpenStreetMap
Lynx #2,1.6,131,6672.4,7099.9,6898.8,427.4,15.2,14.6,28.9,0.0,8.4,72.5,19.1,Round Valley,40.66734087696376,-111.46694625830712,1.5756217268412172,OpenStreetMap
Matt's Flat,1.0,101,6842.3,6958.4,6921.6,116.1,6.5,5.2,15.4,21.8,57.4,8.9,11.9,Round Valley,40.68924275786925,-111.49221205396208,0.9927422892442336,OpenStreetMap
Mountain Ranch Estates,1.4,133,6426.1,6632.7,6520.0,206.6,5.2,4.4,19.0,6.8,30.8,50.4,12.0,Round Valley,40.7173985998433,-111.50812726137713,1.4037578124872,OpenStreetMap
Mountain Willow,0.4,30,6544.8,6592.9,6571.7,48.1,5.3,3.4,18.2,3.3,46.7,50.0,0.0,Round Valley,40.71402930681007,-111.48565937361776,0.3535045636364693,OpenStreetMap
Mr Muchrocks,0.5,55,6604.6,6731.1,6653.2,126.5,11.8,11.9,20.3,52.7,43.6,0.0,3.6,Round Valley,40.70904482572548,-111.50323360919846,0.5037211665124999,OpenStreetMap
Nick NAC,0.1,16,6953.7,6971.6,6959.3,18.0,5.2,3.8,10.1,0.0,100.0,0.0,0.0,Round Valley,40.69210865876878,-111.490120990647,0.1333699109363034,OpenStreetMap
Nowhere Elks,1.3,119,6851.7,7128.6,7036.6,276.9,9.1,9.2,16.7,35.3,51.3,8.4,5.0,Round Valley,40.69018989582584,-111.48311322310164,1.2758017113875393,OpenStreetMap
PorcUclimb,0.8,69,7000.3,7127.6,7064.7,127.2,6.1,5.6,12.3,21.7,75.4,2.9,0.0,Round Valley,40.69402326414524,-111.48517031749344,0.802158431556794,OpenStreetMap
Practice Loops,0.6,51,6717.5,6795.3,6752.0,77.9,6.6,6.5,8.7,76.5,0.0,0.0,23.5,Round Valley,40.68336469607561,-111.47532267974417,0.5628768131850682,OpenStreetMap
Pulp Friction,1.4,114,6472.9,6878.8,6681.3,405.9,15.2,16.9,28.3,11.4,76.3,11.4,0.9,Round Valley,40.69884233324062,-111.50344523686547,1.38302990451943,OpenStreetMap
Quinn's Connect,0.5,46,6686.8,6763.4,6720.8,76.7,8.1,6.3,17.0,34.8,28.3,23.9,13.0,Round Valley,40.68185946906874,-111.4726829059293,0.4939434785004416,OpenStreetMap
Rademan Ridge,1.3,122,6783.4,6991.2,6895.6,207.8,6.0,4.0,15.0,38.5,27.0,26.2,8.2,Round Valley,40.69522706920315,-111.49835765815162,1.3367658963568754,OpenStreetMap
Ramble On,2.8,235,6720.6,6841.6,6781.5,121.0,11.0,10.2,23.4,0.0,6.4,48.9,44.7,Round Valley,40.70159467934347,-111.48028465593316,2.814865841371379,OpenStreetMap
Rambler,5.4,467,6468.6,7063.9,6809.2,595.3,10.5,9.3,23.6,8.4,41.3,24.2,26.1,Round Valley,40.69772226627651,-111.49065578495473,5.416205714045331,OpenStreetMap
Rambler DT,0.2,20,6470.0,6508.3,6485.7,38.4,12.3,12.3,16.9,0.0,100.0,0.0,0.0,Round Valley,40.699080350519786,-111.50674680507665,0.2305178170430023,OpenStreetMap
RocMon,0.6,46,6571.6,6786.6,6677.5,215.0,15.4,14.0,24.5,10.9,89.1,0.0,0.0,Round Valley,40.68788668982749,-111.4548390225179,0.5590620051312057,OpenStreetMap
Round Valley Connect,0.1,16,6573.7,6646.8,6606.7,73.1,9.1,9.4,12.2,81.2,6.2,0.0,12.5,Round Valley,40.70875221615484,-111.50427592382064,0.1195327127740979,OpenStreetMap
Round Valley Connector,1.9,176,6533.0,6760.4,6611.3,227.5,4.1,2.8,11.2,1.7,59.1,38.1,1.1,Round Valley,40.709506874143365,-111.48774034228174,1.923446131207782,OpenStreetMap
Round Valley Express,3.7,337,6624.2,6963.0,6812.1,338.8,5.9,5.2,20.9,29.7,16.3,32.9,21.1,Round Valley,40.69308554123404,-111.4897696424948,3.673050614354681,OpenStreetMap
Rusty Shovel,1.7,135,6727.2,7062.5,6868.8,335.3,10.0,9.9,18.9,8.9,0.0,54.8,36.3,Round Valley,40.69776625143012,-111.4804885556652,1.6576899125243745,OpenStreetMap
Rusty Spur,0.1,13,6714.0,6747.5,6731.2,33.5,10.1,10.0,11.8,0.0,0.0,0.0,100.0,Round Valley,40.70159189598121,-111.4765958017646,0.1232911364079461,OpenStreetMap
SQ Connector Trail,0.3,26,6689.9,6760.9,6728.8,71.1,6.3,5.8,15.7,15.4,0.0,0.0,84.6,Round Valley,40.68949659271035,-111.47067515084642,0.2778453173735368,OpenStreetMap
Saved By The Bell,1.3,120,6511.5,6665.6,6568.5,154.2,9.7,10.4,18.0,15.0,85.0,0.0,0.0,Round Valley,40.71689792497153,-111.49958806368429,1.2879197121150288,OpenStreetMap
Seventy 101,0.4,39,6955.8,7036.1,6974.3,80.4,3.6,2.9,8.3,23.1,17.9,46.2,12.8,Round Valley,40.68968411592925,-111.49103639156762,0.4149126989718539,OpenStreetMap
Silver Creek Trail,1.5,125,6472.0,6522.3,6494.3,50.3,3.4,3.1,9.1,28.0,14.4,15.2,42.4,Round Valley,40.728195917662575,-111.48449884114967,1.5007527883111849,OpenStreetMap
Silver Gate,0.4,43,6510.4,6517.6,6513.4,7.2,1.6,1.5,3.8,20.9,62.8,16.3,0.0,Round Valley,40.72728013881357,-111.46748664430804,0.4310718574879157,OpenStreetMap
Sloppy Joe,0.3,28,6616.1,6684.3,6658.4,68.3,10.1,10.4,19.5,10.7,75.0,14.3,0.0,Round Valley,40.71599935057343,-111.49742827056478,0.3312919889127892,OpenStreetMap
Somewhere Elks,1.0,78,6796.2,7145.1,6977.4,348.9,10.8,11.0,23.8,84.6,6.4,0.0,9.0,Round Valley,40.68702802029736,-111.47813858810876,0.9545314589567504,OpenStreetMap
South Canyon,4.0,322,6549.1,6909.1,6732.0,360.0,10.4,10.8,23.6,28.3,69.6,1.9,0.3,Round Valley,40.697084178294816,-111.45372200426904,3.956260431627382,OpenStreetMap
Sunny Slopes Trail,0.1,14,6823.0,6832.1,6826.8,9.2,2.4,2.3,3.7,14.3,0.0,14.3,71.4,Round Valley,40.68377753714063,-111.48540217687854,0.1238837904180493,OpenStreetMap
TSP Skils Area,0.3,43,6646.3,6691.8,6671.9,45.4,8.0,8.2,14.7,30.2,0.0,4.7,65.1,Round Valley,40.70929244417837,-111.50545423904256,0.3144598032521032,OpenStreetMap
Tar Pits Jump Line,0.1,12,6650.4,6685.4,6663.3,34.9,4.8,4.2,11.8,8.3,0.0,16.7,75.0,Round Valley,40.70948336187246,-111.50501444482678,0.1137408600215062,OpenStreetMap
The Great Gazoo,0.5,40,6602.3,6731.1,6662.9,128.9,11.1,11.7,16.5,5.0,0.0,52.5,42.5,Round Valley,40.70997890100696,-111.50140660314835,0.4774335634393079,OpenStreetMap
Tim Man,1.4,122,6648.4,6875.3,6766.9,226.9,7.3,6.8,15.0,0.8,59.8,38.5,0.8,Round Valley,40.70348842863846,-111.50080894755244,1.4313906993806629,OpenStreetMap
Trailside,0.1,14,6473.9,6486.7,6480.1,12.8,3.6,3.6,5.7,0.0,0.0,28.6,71.4,Round Valley,40.71864159830864,-111.50336949570412,0.1336978553050026,OpenStreetMap
Trailside Connector,0.1,10,6498.8,6512.4,6504.2,13.6,2.6,2.8,4.3,10.0,60.0,30.0,0.0,Round Valley,40.71611276967259,-111.5017965665912,0.1025662080838177,OpenStreetMap
Trailside Loop,1.2,128,6532.2,6679.2,6609.7,147.0,7.7,7.4,17.1,0.0,0.0,42.2,57.8,Round Valley,40.71199117049012,-111.50483999800892,1.2478704334332318,OpenStreetMap
Truckhole,0.7,58,6641.4,6877.9,6773.9,236.5,6.7,6.0,15.2,13.8,37.9,48.3,0.0,Round Valley,40.704351116822174,-111.50022157042804,0.6522932844577867,OpenStreetMap
Unga Bunga Skills and Pump Tradk,0.2,34,6579.8,6601.1,6590.1,21.3,5.9,5.5,12.3,0.0,2.9,94.1,2.9,Round Valley,40.71158064400824,-111.50217787755837,0.2154924693046523,OpenStreetMap
Up Track,0.5,66,6566.9,6731.1,6643.1,164.3,6.8,5.8,16.9,1.5,22.7,60.6,15.2,Round Valley,40.71007968280768,-111.50314659118624,0.502449343667892,OpenStreetMap
Wasatch,1.6,141,6451.9,6521.0,6475.9,69.1,3.4,3.0,9.7,60.3,36.9,1.4,1.4,Round Valley,40.742724215036304,-111.49568804225927,1.5775080558002732,OpenStreetMap
Yabba Dabba Doo,0.3,22,6613.2,6659.8,6636.2,46.6,6.5,6.8,9.5,0.0,0.0,90.9,9.1,Round Valley,40.71031601545331,-111.5039304608668,0.2606656020311819,OpenStreetMap
A Toll New World,1.3,108,6620.4,7055.3,6843.1,434.9,16.3,16.7,26.9,1.9,40.7,53.7,3.7,Summit Park,40.74525880222984,-111.59660432287036,1.3199893411215402,OpenStreetMap
Alexander Creek Trail,0.8,62,5784.7,5966.1,5873.5,181.4,8.7,7.0,24.8,66.1,14.5,19.4,0.0,Summit Park,40.75856130522611,-111.67962308025976,0.7556387957061136,OpenStreetMap
Dead Reckoning,0.6,48,6646.9,6981.7,6808.0,334.8,16.5,16.1,22.7,0.0,16.7,83.3,0.0,Summit Park,40.74804102527887,-111.5901705440554,0.5811514147534005,OpenStreetMap
Discovery,0.4,43,6578.7,6650.0,6614.4,71.3,11.5,10.0,24.8,0.0,20.9,46.5,32.6,Summit Park,40.74903521550762,-111.59463162387972,0.447115427740376,OpenStreetMap
Hidden Cove,0.2,16,6655.0,6725.6,6686.2,70.5,13.1,11.4,26.6,0.0,0.0,62.5,37.5,Summit Park,40.756655895607175,-111.597334386164,0.1768928860880538,OpenStreetMap
Little Engine Trail,0.3,23,6693.2,6736.7,6709.3,43.5,9.5,10.2,17.8,4.3,0.0,82.6,13.0,Summit Park,40.756690732809,-111.59562244098744,0.251119741016382,OpenStreetMap
Moose Hollow,1.0,80,6221.3,6678.6,6467.6,457.3,17.4,18.6,25.5,25.0,0.0,2.5,72.5,Summit Park,40.76397899834495,-111.58866445905328,0.954982345096457,OpenStreetMap
No Worries,2.1,174,6892.9,7679.1,7289.1,786.2,24.7,24.9,33.3,2.3,0.0,63.2,34.5,Summit Park,40.73716048778493,-111.60234213265907,2.143146367786249,OpenStreetMap
Pale Green Dot,1.0,79,6633.4,6985.9,6802.1,352.4,16.5,16.0,25.2,0.0,69.6,27.8,2.5,Summit Park,40.74689592786439,-111.59182437672968,0.9578629059030004,OpenStreetMap
Parley's Lane,1.0,86,6641.6,6766.5,6719.0,124.9,9.3,8.9,19.0,33.7,2.3,19.8,44.2,Summit Park,40.75375624958085,-111.59849347383722,0.9976139571246816,OpenStreetMap
Road to WOS,2.8,236,7391.3,7924.7,7712.2,533.4,25.7,27.6,35.9,0.0,13.6,79.2,7.2,Summit Park,40.73344363030311,-111.61407104321202,2.846894499542623,OpenStreetMap
Short Ribs,0.2,21,7670.7,7741.2,7705.3,70.5,24.0,23.9,30.9,0.0,0.0,0.0,100.0,Summit Park,40.7348537895427,-111.62048055745409,0.2382647489870312,OpenStreetMap
Short Stack,1.5,127,7374.7,7830.5,7652.8,455.8,26.7,26.7,36.8,7.1,0.0,43.3,49.6,Summit Park,40.73936874753804,-111.6200542747078,1.5298419589516867,OpenStreetMap
Spare Change,0.3,24,6772.5,6883.6,6827.9,111.1,23.6,25.8,34.2,0.0,0.0,25.0,75.0,Summit Park,40.74164553017363,-111.60031464541484,0.278084249654691,OpenStreetMap
The Avenues,1.7,142,6907.1,7241.2,7081.5,334.2,20.5,20.6,30.1,62.7,0.0,0.0,37.3,Summit Park,40.75998198374273,-111.6028265058925,1.7294010502001815,OpenStreetMap
The Sheep Trail,2.2,181,5959.2,6672.0,6217.2,712.7,14.8,14.0,28.0,44.8,39.2,14.4,1.7,Summit Park,40.75746633469589,-111.667341513995,2.1588708273199493,OpenStreetMap
The Up Trail,1.0,87,6646.9,6985.9,6821.1,339.0,16.2,16.0,24.4,0.0,5.7,94.3,0.0,Summit Park,40.74822119025095,-111.58934600493023,1.0089891491898684,OpenStreetMap
The Upper Avenues,1.5,119,7235.4,7548.3,7425.0,312.8,12.4,12.1,27.0,56.3,8.4,16.0,19.3,Summit Park,40.75942210135698,-111.60997791538348,1.4526363665703086,OpenStreetMap
Great Western Trail,4.1,331,7338.2,7867.0,7571.3,528.8,11.5,10.4,34.6,44.7,31.4,10.3,13.6,Wasatch Crest / Millcreek,40.77286580912175,-111.6406537725031,4.063745438997692,OpenStreetMap
Great Western Trail / Great Western Trail bypass,1.4,114,6865.3,7548.3,7111.8,683.0,13.7,13.4,22.9,68.4,22.8,0.0,8.8,Wasatch Crest / Millcreek,40.7535574542296,-111.6313027356856,1.37457545430615,OpenStreetMap
